year,state_ut,category,metric,value,unit,source_report,source_page,notes
2001,Mizoram,ST,State's Share of India's Total ST Population (%),1.0,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Nagaland,ST,Total Population 1991,1209546.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Nagaland,ST,Total Population 2001,1990036.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Nagaland,ST,Decadal Growth Total Population (%),64.53,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Nagaland,ST,ST Population 1991,1060822.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Nagaland,ST,ST Population 2001,1774026.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Nagaland,ST,Decadal Growth ST Population (%),67.23,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Nagaland,ST,ST Population as % of State Population (2001),89.1,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Nagaland,ST,State's Share of India's Total ST Population (%),2.1,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Odisha,ST,Total Population 1991,31659736.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Odisha,ST,Total Population 2001,36804660.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Odisha,ST,Decadal Growth Total Population (%),16.25,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Odisha,ST,ST Population 1991,7032214.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Odisha,ST,ST Population 2001,8145081.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Odisha,ST,Decadal Growth ST Population (%),15.83,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Odisha,ST,ST Population as % of State Population (2001),22.1,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Odisha,ST,State's Share of India's Total ST Population (%),9.66,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Punjab,ST,Total Population 1991,20281969.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Punjab,ST,Total Population 2001,24358999.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Punjab,ST,Decadal Growth Total Population (%),20.1,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Punjab,ST,ST Population 1991,0.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Rajasthan,ST,Total Population 1991,44005990.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Rajasthan,ST,Total Population 2001,56507188.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Rajasthan,ST,Decadal Growth Total Population (%),28.41,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Rajasthan,ST,ST Population 1991,5474881.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Rajasthan,ST,ST Population 2001,7097706.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Rajasthan,ST,Decadal Growth ST Population (%),29.64,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Rajasthan,ST,ST Population as % of State Population (2001),12.6,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Rajasthan,ST,State's Share of India's Total ST Population (%),8.42,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Sikkim,ST,Total Population 1991,406457.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Sikkim,ST,Total Population 2001,540851.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Sikkim,ST,Decadal Growth Total Population (%),33.06,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Sikkim,ST,ST Population 1991,90901.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Sikkim,ST,ST Population 2001,111405.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Sikkim,ST,Decadal Growth ST Population (%),22.56,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Sikkim,ST,ST Population as % of State Population (2001),20.6,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Sikkim,ST,State's Share of India's Total ST Population (%),0.13,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Tamil Nadu,ST,Total Population 1991,55858946.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Tamil Nadu,ST,Total Population 2001,62405679.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Tamil Nadu,ST,Decadal Growth Total Population (%),11.72,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Tamil Nadu,ST,ST Population 1991,574194.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Tamil Nadu,ST,ST Population 2001,651321.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Tamil Nadu,ST,Decadal Growth ST Population (%),13.43,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Tamil Nadu,ST,ST Population as % of State Population (2001),1.0,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Tamil Nadu,ST,State's Share of India's Total ST Population (%),0.77,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Tripura,ST,Total Population 1991,2757205.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Tripura,ST,Total Population 2001,3199203.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Tripura,ST,Decadal Growth Total Population (%),16.03,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Tripura,ST,ST Population 1991,853345.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Tripura,ST,ST Population 2001,993426.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Tripura,ST,Decadal Growth ST Population (%),16.42,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Tripura,ST,ST Population as % of State Population (2001),31.1,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Tripura,ST,State's Share of India's Total ST Population (%),1.18,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Uttarakhand,ST,Total Population 1991,8489349.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Uttarakhand,ST,Total Population 2001,256129.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Uttarakhand,ST,Decadal Growth Total Population (%),3.0,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Uttarakhand,ST,ST Population 1991,0.3,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Uttar Pradesh,ST,Total Population 1991,139112287.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Uttar Pradesh,ST,Total Population 2001,166197921.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Uttar Pradesh,ST,Decadal Growth Total Population (%),287901.0,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Uttar Pradesh,ST,ST Population 1991,107963.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Uttar Pradesh,ST,ST Population 2001,0.1,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Uttar Pradesh,ST,Decadal Growth ST Population (%),0.13,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,West Bengal,ST,Total Population 1991,68077965.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,West Bengal,ST,Total Population 2001,80176197.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,West Bengal,ST,Decadal Growth Total Population (%),17.77,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,West Bengal,ST,ST Population 1991,3808760.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,West Bengal,ST,ST Population 2001,4406794.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,West Bengal,ST,Decadal Growth ST Population (%),15.7,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,West Bengal,ST,ST Population as % of State Population (2001),5.5,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,West Bengal,ST,State's Share of India's Total ST Population (%),5.23,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Andaman and Nicobar Islands,ST,Total Population 1991,280661.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Andaman and Nicobar Islands,ST,Total Population 2001,356152.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Andaman and Nicobar Islands,ST,Decadal Growth Total Population (%),26.9,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Andaman and Nicobar Islands,ST,ST Population 1991,26770.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Andaman and Nicobar Islands,ST,ST Population 2001,29469.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Andaman and Nicobar Islands,ST,Decadal Growth ST Population (%),10.08,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Andaman and Nicobar Islands,ST,ST Population as % of State Population (2001),8.3,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Andaman and Nicobar Islands,ST,State's Share of India's Total ST Population (%),0.03,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Chandigarh,ST,Total Population 1991,642015.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Chandigarh,ST,Total Population 2001,900635.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Chandigarh,ST,Decadal Growth Total Population (%),40.28,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Chandigarh,ST,ST Population 1991,0.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Dadra and Nagar Haveli,ST,Total Population 1991,138477.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Dadra and Nagar Haveli,ST,Total Population 2001,220490.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Dadra and Nagar Haveli,ST,Decadal Growth Total Population (%),59.22,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Dadra and Nagar Haveli,ST,ST Population 1991,109380.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Dadra and Nagar Haveli,ST,ST Population 2001,137225.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Dadra and Nagar Haveli,ST,Decadal Growth ST Population (%),25.46,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Dadra and Nagar Haveli,ST,ST Population as % of State Population (2001),62.2,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Dadra and Nagar Haveli,ST,State's Share of India's Total ST Population (%),0.16,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Daman & Diu,ST,Total Population 1991,101586.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Daman & Diu,ST,Total Population 2001,158204.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Daman & Diu,ST,Decadal Growth Total Population (%),55.73,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Daman & Diu,ST,ST Population 1991,11724.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Daman & Diu,ST,ST Population 2001,13997.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Daman & Diu,ST,Decadal Growth ST Population (%),19.39,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Daman & Diu,ST,ST Population as % of State Population (2001),8.8,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Daman & Diu,ST,State's Share of India's Total ST Population (%),10.2,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Delhi,ST,Total Population 1991,9420644.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Delhi,ST,Total Population 2001,13850507.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Delhi,ST,Decadal Growth Total Population (%),47.02,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Delhi,ST,ST Population 1991,0.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Lakshadweep,ST,Total Population 1991,51707.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Lakshadweep,ST,Total Population 2001,60650.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Lakshadweep,ST,Decadal Growth Total Population (%),17.3,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Lakshadweep,ST,ST Population 1991,48163.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Lakshadweep,ST,ST Population 2001,57321.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Lakshadweep,ST,Decadal Growth ST Population (%),19.01,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Lakshadweep,ST,ST Population as % of State Population (2001),94.5,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Lakshadweep,ST,State's Share of India's Total ST Population (%),0.07,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Puducherry,ST,Total Population 1991,807785.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Puducherry,ST,Total Population 2001,974345.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2001,Puducherry,ST,Decadal Growth Total Population (%),20.62,percent,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Puducherry,ST,ST Population 1991,0.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
1991,Jammu and Kashmir,ST,Total Population 1991,10143700.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
